SEASON,GAME_ID,GAME_DATE,MATCHUP,TEAM_ID,TEAM_ABBREVIATION,MIN,PTS,FGA,FGM,FG3A,FG3M,FTA,FTM,TS,WL
2016-17,0021600180,2016-11-18,DAL vs. MEM,1610612742,DAL,240,64,73,21,25,5,22,17,0.3870343492985002,L
2016-17,0021600181,2016-11-18,DEN vs. TOR,1610612743,DEN,265,111,83,39,25,4,39,29,0.5541134185303515,L
2016-17,0021600179,2016-11-18,GSW @ BOS,1610612744,GSW,240,104,90,44,28,9,12,7,0.5457598656591099,W
2016-17,0021600183,2016-11-18,LAC @ SAC,1610612746,LAC,240,121,76,40,29,13,34,28,0.6651275285839929,W
2016-17,0021600176,2016-11-18,IND vs. PHX,1610612754,IND,240,96,76,36,7,1,29,23,0.540784136998648,L
2016-17,0021600182,2016-11-18,SAS @ LAL,1610612759,SAS,240,116,78,44,24,10,19,18,0.6716072255673923,W
2016-17,0021600181,2016-11-18,TOR @ DEN,1610612761,TOR,265,113,94,43,23,8,31,19,0.5248978075065032,W
2016-17,0021600174,2016-11-18,ATL @ CHA,1610612737,ATL,240,96,84,39,28,7,17,11,0.524704853519895,L
2016-17,0021600179,2016-11-18,BOS vs. GSW,1610612738,BOS,240,88,83,31,32,11,19,15,0.4816112084063047,L
2016-17,0021600182,2016-11-18,LAL vs. SAS,1610612747,LAL,240,107,87,39,25,12,21,17,0.5559019118869494,L
2016-17,0021600178,2016-11-18,BKN @ OKC,1610612751,BKN,240,105,83,35,29,11,30,24,0.5457380457380457,L
2016-17,0021600176,2016-11-18,PHX @ IND,1610612756,PHX,240,116,97,46,26,9,18,15,0.5528021349599694,W
2016-17,0021600177,2016-11-18,POR @ NOP,1610612757,POR,240,101,88,33,34,12,26,23,0.5078439259855189,L
2016-17,0021600183,2016-11-18,SAC vs. LAC,1610612758,SAC,240,115,86,38,26,10,35,29,0.5670611439842209,L
2016-17,0021600178,2016-11-18,OKC vs. BKN,1610612760,OKC,240,124,89,49,26,7,24,19,0.622740056247489,W
2016-17,0021600180,2016-11-18,MEM @ DAL,1610612763,MEM,240,80,77,31,25,9,12,9,0.48614487117160915,W
2016-17,0021600175,2016-11-18,DET @ CLE,1610612765,DET,240,81,93,29,19,6,20,17,0.39783889980353637,L
2016-17,0021600174,2016-11-18,CHA vs. ATL,1610612766,CHA,240,100,90,37,29,10,24,16,0.4972155926809865,W
2016-17,0021600185,2016-11-19,NOP vs. CHA,1610612740,NOP,265,121,98,43,36,14,25,21,0.555045871559633,W
2016-17,0021600192,2016-11-19,CHI @ LAC,1610612741,CHI,240,95,77,33,30,9,24,20,0.5424851530379169,L
2016-17,0021600191,2016-11-19,GSW @ MIL,1610612744,GSW,240,124,95,42,38,14,32,26,0.5683901723505684,W
2016-17,0021600190,2016-11-19,MIN @ MEM,1610612750,MIN,240,71,64,25,22,7,22,14,0.48181324647122686,L
2016-17,0021600187,2016-11-19,ORL vs. DAL,1610612753,ORL,240,95,78,34,21,8,22,19,0.5417427007299269,W
2016-17,0021600190,2016-11-19,MEM vs. MIN,1610612763,MEM,240,93,76,29,18,2,38,33,0.5015099223468508,W
2016-17,0021600186,2016-11-19,WAS vs. MIA,1610612764,WAS,240,111,89,42,27,11,22,16,0.5624239967571949,L
2016-17,0021600188,2016-11-19,BOS @ DET,1610612738,BOS,240,94,82,33,31,12,17,16,0.5252570406794814,W
2016-17,0021600187,2016-11-19,DAL @ ORL,1610612742,DAL,240,87,77,26,28,13,27,22,0.4894239423942395,L
2016-17,0021600186,2016-11-19,MIA @ WAS,1610612748,MIA,240,114,85,43,27,13,26,15,0.591041061800083,W
2016-17,0021600191,2016-11-19,MIL vs. GSW,1610612749,MIL,240,121,89,46,20,10,25,19,0.605,L
2016-17,0021600189,2016-11-19,PHI vs. PHX,1610612755,PHI,240,120,86,45,35,17,20,13,0.6329113924050633,W
2016-17,0021600189,2016-11-19,PHX @ PHI,1610612756,PHX,240,105,92,39,21,6,34,21,0.4908376963350785,L
2016-17,0021600184,2016-11-19,UTA @ HOU,1610612762,UTA,240,102,76,39,27,12,17,12,0.610924772400575,L
2016-17,0021600188,2016-11-19,DET vs. BOS,1610612765,DET,240,92,86,37,20,7,16,11,0.4944110060189166,L
2016-17,0021600185,2016-11-19,CHA @ NOP,1610612766,CHA,265,116,97,40,43,15,28,21,0.5305525064032199,L
2016-17,0021600184,2016-11-19,HOU vs. UTA,1610612745,HOU,240,111,94,42,32,12,20,15,0.5398832684824902,W
2016-17,0021600192,2016-11-19,LAC vs. CHI,1610612746,LAC,240,102,77,36,27,11,23,19,0.5853994490358126,W
2016-17,0021600198,2016-11-20,LAL vs. CHI,1610612747,LAL,240,110,93,41,31,13,21,15,0.5379499217527387,L
2016-17,0021600194,2016-11-20,BKN vs. POR,1610612751,BKN,240,109,93,37,35,10,31,25,0.5110652663165791,L
2016-17,0021600193,2016-11-20,NYK vs. ATL,1610612752,NYK,240,104,88,42,27,10,14,10,0.5522514868309261,W
2016-17,0021600194,2016-11-20,POR @ BKN,1610612757,POR,240,129,85,49,36,15,21,16,0.6844227504244482,W
2016-17,0021600195,2016-11-20,OKC vs. IND,1610612760,OKC,265,111,101,44,36,10,18,13,0.5095482923246419,L
2016-17,0021600197,2016-11-20,UTA @ DEN,1610612762,UTA,240,91,85,33,27,7,23,18,0.4783431455004205,L
2016-17,0021600193,2016-11-20,ATL @ NYK,1610612737,ATL,240,94,85,34,21,6,29,20,0.4807692307692307,L
2016-17,0021600198,2016-11-20,CHI @ LAL,1610612741,CHI,240,118,87,45,22,8,28,20,0.5940394683850182,W
2016-17,0021600197,2016-11-20,DEN vs. UTA,1610612743,DEN,240,105,86,42,22,8,30,13,0.5292338709677419,W
2016-17,0021600195,2016-11-20,IND @ OKC,1610612754,IND,265,115,89,40,22,11,31,24,0.5602104442712392,W
2016-17,0021600196,2016-11-20,SAC vs. TOR,1610612758,SAC,240,102,81,36,27,11,25,19,0.5543478260869565,W
2016-17,0021600196,2016-11-20,TOR @ SAC,1610612761,TOR,240,99,85,34,24,9,24,22,0.5179991628296359,L
2016-17,0021600203,2016-11-21,HOU @ DET,1610612745,HOU,240,99,78,35,31,10,27,19,0.5507343124165555,W
2016-17,0021600207,2016-11-21,LAC vs. TOR,1610612746,LAC,240,123,74,39,25,10,42,35,0.6650086505190311,W
2016-17,0021600199,2016-11-21,MIA @ PHI,1610612748,MIA,240,94,88,34,31,7,28,19,0.4685007974481659,L
2016-17,0021600204,2016-11-21,ORL @ MIL,1610612753,ORL,240,89,77,32,25,7,24,18,0.5082229328460484,L
2016-17,0021600202,2016-11-21,IND vs. GSW,1610612754,IND,240,83,103,33,23,6,12,11,0.38326560768378276,L
2016-17,0021600199,2016-11-21,PHI vs. MIA,1610612755,PHI,240,101,78,37,26,11,20,16,0.5817972350230415,W
2016-17,0021600206,2016-11-21,SAS vs. DAL,1610612759,SAS,240,96,75,35,20,8,25,18,0.5581395348837209,W
2016-17,0021600201,2016-11-21,MEM @ CHA,1610612763,MEM,240,105,84,40,26,12,17,13,0.5738959335373852,W
2016-17,0021600200,2016-11-21,WAS vs. PHX,1610612764,WAS,240,106,91,37,28,10,34,22,0.5001887504718762,W
2016-17,0021600205,2016-11-21,BOS @ MIN,1610612738,BOS,240,99,84,38,38,12,14,11,0.5490239574090506,W
2016-17,0021600206,2016-11-21,DAL @ SAS,1610612742,DAL,240,91,74,35,27,8,20,13,0.5495169082125604,L
2016-17,0021600202,2016-11-21,GSW @ IND,1610612744,GSW,240,120,90,40,36,13,32,27,0.5764796310530361,W
2016-17,0021600204,2016-11-21,MIL vs. ORL,1610612749,MIL,240,93,86,35,29,8,21,15,0.48824023519529614,W
2016-17,0021600205,2016-11-21,MIN vs. BOS,1610612750,MIN,240,93,86,36,24,4,25,17,0.4793814432989691,L
2016-17,0021600200,2016-11-21,PHX @ WAS,1610612756,PHX,240,101,91,39,27,11,15,12,0.5174180327868853,L
2016-17,0021600207,2016-11-21,TOR @ LAC,1610612761,TOR,240,115,80,40,19,8,32,27,0.6111819727891157,L
2016-17,0021600203,2016-11-21,DET vs. HOU,1610612765,DET,240,96,87,36,17,7,24,17,0.4920049200492005,L
2016-17,0021600201,2016-11-21,CHA vs. MEM,1610612766,CHA,240,90,73,30,31,9,33,21,0.5141681901279708,L
2016-17,0021600209,2016-11-22,ATL vs. NOP,1610612737,ATL,240,94,85,39,29,10,10,6,0.5257270693512304,L
2016-17,0021600210,2016-11-22,CHI @ DEN,1610612741,CHI,240,107,95,43,18,6,18,15,0.5198212203653323,L
2016-17,0021600210,2016-11-22,DEN vs. CHI,1610612743,DEN,240,110,100,43,22,10,17,14,0.5117231112765166,W
2016-17,0021600211,2016-11-22,LAL vs. OKC,1610612747,LAL,240,111,83,42,27,14,16,13,0.6163927143491781,W
2016-17,0021600208,2016-11-22,NYK vs. POR,1610612752,NYK,240,107,96,45,29,9,8,8,0.53758038585209,W
2016-17,0021600208,2016-11-22,POR @ NYK,1610612757,POR,240,103,86,38,22,6,26,21,0.5285303776683087,L
2016-17,0021600209,2016-11-22,NOP @ ATL,1610612740,NOP,240,112,86,45,25,11,12,11,0.6134969325153374,W
2016-17,0021600211,2016-11-22,OKC @ LAL,1610612760,OKC,240,109,92,45,27,11,11,8,0.5627839735646427,L
2016-17,0021600217,2016-11-23,BOS @ BKN,1610612738,BOS,240,111,98,45,38,15,8,6,0.5466903073286052,W
2016-17,0021600220,2016-11-23,DAL vs. LAC,1610612742,DAL,240,104,84,38,24,11,18,17,0.5657093124456049,L
2016-17,0021600219,2016-11-23,HOU vs. TOR,1610612745,HOU,240,102,78,38,42,14,12,12,0.6123919308357348,L
2016-17,0021600220,2016-11-23,LAC @ DAL,1610612746,LAC,240,124,85,43,32,15,31,23,0.6285482562854826,W
2016-17,0021600223,2016-11-23,LAL @ GSW,1610612747,LAL,240,106,93,40,20,8,22,18,0.5161667315932995,L
2016-17,0021600218,2016-11-23,MIA @ DET,1610612748,MIA,240,84,75,27,26,7,30,23,0.47619047619047616,L
2016-17,0021600222,2016-11-23,MIN @ NOP,1610612750,MIN,240,96,86,33,17,3,33,27,0.47751691205730207,L
2016-17,0021600214,2016-11-23,ORL vs. PHX,1610612753,ORL,240,87,91,33,25,7,23,14,0.43018196202531644,L
2016-17,0021600216,2016-11-23,IND vs. ATL,1610612754,IND,240,85,84,34,27,7,14,10,0.47138420585625557,L
2016-17,0021600212,2016-11-23,PHI vs. MEM,1610612755,PHI,290,99,93,35,36,12,23,17,0.4800232738557021,L
2016-17,0021600214,2016-11-23,PHX @ ORL,1610612756,PHX,240,92,73,33,22,9,22,17,0.556361877116594,W
2016-17,0021600213,2016-11-23,SAS @ CHA,1610612759,SAS,240,119,86,44,31,13,20,18,0.6276371308016878,W
2016-17,0021600221,2016-11-23,UTA vs. DEN,1610612762,UTA,240,108,79,39,26,8,31,22,0.582901554404145,W
2016-17,0021600212,2016-11-23,MEM @ PHI,1610612763,MEM,290,104,99,38,29,10,24,18,0.4746257758305951,W
2016-17,0021600213,2016-11-23,CHA vs. SAS,1610612766,CHA,240,114,89,45,20,11,18,13,0.5881139083780438,L
2016-17,0021600216,2016-11-23,ATL @ IND,1610612737,ATL,240,96,85,36,20,5,22,19,0.5069708491761723,W
2016-17,0021600215,2016-11-23,CLE vs. POR,1610612739,CLE,240,137,90,48,36,21,27,20,0.6723596387907342,W
2016-17,0021600222,2016-11-23,NOP vs. MIN,1610612740,NOP,240,117,83,45,24,9,23,18,0.6282216494845361,W
2016-17,0021600221,2016-11-23,DEN @ UTA,1610612743,DEN,240,83,88,28,27,9,31,18,0.4083038173947265,L
2016-17,0021600223,2016-11-23,GSW vs. LAL,1610612744,GSW,240,149,86,53,36,19,35,24,0.7347140039447732,W
2016-17,0021600217,2016-11-23,BKN vs. BOS,1610612751,BKN,240,92,86,34,31,10,22,14,0.4807692307692307,L
2016-17,0021600215,2016-11-23,POR @ CLE,1610612757,POR,240,125,90,47,29,13,19,18,0.6354209028060187,L
2016-17,0021600224,2016-11-23,SAC vs. OKC,1610612758,SAC,240,116,94,44,28,12,17,16,0.5715411903823413,W
2016-17,0021600219,2016-11-23,TOR @ HOU,1610612761,TOR,240,115,88,43,23,12,21,17,0.5913204442616208,W
2016-17,0021600218,2016-11-23,DET vs. MIA,1610612765,DET,240,107,81,40,19,6,25,21,0.5815217391304348,W
2016-17,0021600224,2016-11-23,OKC @ SAC,1610612760,OKC,240,101,76,32,25,7,38,30,0.5446505608283002,L
2016-17,0021600225,2016-11-25,BOS vs. SAS,1610612738,BOS,240,103,91,42,34,12,9,7,0.5423336141533277,L
2016-17,0021600229,2016-11-25,CHI @ PHI,1610612741,CHI,240,105,90,40,21,6,26,19,0.5175473186119874,W
2016-17,0021600235,2016-11-25,DEN vs. OKC,1610612743,DEN,265,129,101,48,34,12,27,21,0.5714032600992205,L
2016-17,0021600239,2016-11-25,HOU @ SAC,1610612745,HOU,240,117,85,40,50,21,20,16,0.6236673773987207,W
2016-17,0021600238,2016-11-25,LAL vs. GSW,1610612747,LAL,240,85,90,32,22,5,23,16,0.4244906112664802,L
2016-17,0021600233,2016-11-25,MIA @ MEM,1610612748,MIA,240,90,85,33,31,12,18,12,0.48428755919070166,W
2016-17,0021600232,2016-11-25,MIL vs. TOR,1610612749,MIL,240,99,79,40,29,12,12,7,0.587327954437589,L
2016-17,0021600236,2016-11-25,MIN @ PHX,1610612750,MIN,240,98,85,34,22,7,25,23,0.5104166666666666,W
2016-17,0021600234,2016-11-25,BKN @ IND,1610612751,BKN,240,97,79,36,34,11,23,14,0.544210053859964,L
2016-17,0021600228,2016-11-25,NYK vs. CHA,1610612752,NYK,265,113,97,45,28,11,13,12,0.5500389408099688,W
2016-17,0021600237,2016-11-25,POR vs. NOP,1610612757,POR,240,119,100,47,32,12,17,13,0.5535913658355043,W
2016-17,0021600225,2016-11-25,SAS @ BOS,1610612759,SAS,240,109,81,38,24,11,25,22,0.592391304347826,W
2016-17,0021600231,2016-11-25,UTA vs. ATL,1610612762,UTA,240,95,80,35,34,10,18,15,0.5402638762511374,W
2016-17,0021600233,2016-11-25,MEM vs. MIA,1610612763,MEM,240,81,82,29,19,4,23,19,0.43964394268345636,L
2016-17,0021600230,2016-11-25,DET vs. LAC,1610612765,DET,240,108,90,47,19,9,7,5,0.5801461108723679,W
2016-17,0021600228,2016-11-25,CHA @ NYK,1610612766,CHA,265,111,93,43,29,8,27,17,0.5291762013729977,L
2016-17,0021600231,2016-11-25,ATL @ UTA,1610612737,ATL,240,68,83,26,25,8,12,8,0.38513819664703214,L
2016-17,0021600237,2016-11-25,NOP @ POR,1610612740,NOP,240,104,76,36,23,13,29,19,0.5858494817485354,L
2016-17,0021600227,2016-11-25,DAL @ CLE,1610612742,DAL,240,90,91,37,35,8,12,8,0.4673867885334441,L
2016-17,0021600238,2016-11-25,GSW @ LAL,1610612744,GSW,240,109,83,43,28,11,17,12,0.602343059239611,W
2016-17,0021600234,2016-11-25,IND vs. BKN,1610612754,IND,240,118,87,48,26,11,16,11,0.6273925988940876,W
2016-17,0021600229,2016-11-25,PHI vs. CHI,1610612755,PHI,240,89,78,31,22,9,22,18,0.5075273722627737,L
2016-17,0021600236,2016-11-25,PHX vs. MIN,1610612756,PHX,240,85,79,32,26,6,21,15,0.4816409791477788,L
2016-17,0021600239,2016-11-25,SAC vs. HOU,1610612758,SAC,240,104,80,39,32,9,21,17,0.5826983415508741,L
2016-17,0021600235,2016-11-25,OKC @ DEN,1610612760,OKC,265,132,96,48,26,13,29,23,0.6068407502758367,W
2016-17,0021600232,2016-11-25,TOR @ MIL,1610612761,TOR,240,105,82,38,32,14,19,15,0.5810092961487384,W
2016-17,0021600226,2016-11-25,WAS @ ORL,1610612764,WAS,240,94,88,40,29,6,10,8,0.5086580086580086,W
2016-17,0021600227,2016-11-25,CLE vs. DAL,1610612739,CLE,240,128,85,43,43,20,24,22,0.6697362913352867,W
2016-17,0021600230,2016-11-25,LAC @ DET,1610612746,LAC,240,97,73,35,21,7,26,20,0.574372335386073,L
2016-17,0021600226,2016-11-25,ORL vs. WAS,1610612753,ORL,240,91,80,35,23,7,20,14,0.5123873873873874,L
2016-17,0021600244,2016-11-26,GSW vs. MIN,1610612744,GSW,240,115,81,45,22,11,17,14,0.6498643761301989,W
2016-17,0021600244,2016-11-26,MIN @ GSW,1610612750,MIN,240,102,89,41,35,10,12,10,0.5409418752651676,L
2016-17,0021600243,2016-11-26,MEM @ MIA,1610612763,MEM,240,110,73,37,25,9,33,27,0.6284277879341865,W
2016-17,0021600240,2016-11-26,WAS vs. SAS,1610612764,WAS,240,100,88,42,22,6,14,10,0.5310110450297366,L
2016-17,0021600241,2016-11-26,CHA vs. NYK,1610612766,CHA,240,107,80,35,22,8,42,29,0.5432575142160845,W
2016-17,0021600243,2016-11-26,MIA vs. MEM,1610612748,MIA,240,107,81,40,31,11,24,16,0.5843162953254696,L
2016-17,0021600241,2016-11-26,NYK @ CHA,1610612752,NYK,240,102,99,37,32,12,20,16,0.4730983302411874,L
2016-17,0021600240,2016-11-26,SAS @ WAS,1610612759,SAS,240,112,75,40,24,9,29,23,0.6381039197812215,W
2016-17,0021600242,2016-11-26,OKC vs. DET,1610612760,OKC,240,106,83,42,23,8,26,14,0.5612028801355358,W
2016-17,0021600242,2016-11-26,DET @ OKC,1610612765,DET,240,88,82,37,19,1,17,13,0.4917299955297273,L
2016-17,0021600250,2016-11-27,NOP @ DAL,1610612740,NOP,240,81,77,30,20,5,18,16,0.47691945360339144,L
2016-17,0021600246,2016-11-27,DEN @ PHX,1610612743,DEN,240,120,89,39,29,13,32,29,0.5820721769499418,W
2016-17,0021600249,2016-11-27,LAC @ IND,1610612746,LAC,240,70,70,22,24,4,27,22,0.42745481191988277,L
2016-17,0021600252,2016-11-27,LAL vs. ATL,1610612747,LAL,240,109,95,42,20,8,20,17,0.5250481695568401,W
2016-17,0021600248,2016-11-27,ORL vs. MIL,1610612753,ORL,240,96,92,38,28,7,17,13,0.48250904704463204,L
2016-17,0021600249,2016-11-27,IND vs. LAC,1610612754,IND,240,91,92,40,19,5,7,6,0.47854438367690366,W
2016-17,0021600245,2016-11-27,PHI vs. CLE,1610612755,PHI,240,108,92,43,34,15,10,7,0.5601659751037344,L
2016-17,0021600251,2016-11-27,POR vs. HOU,1610612757,POR,240,114,83,40,33,12,29,22,0.5952380952380952,L
2016-17,0021600252,2016-11-27,ATL @ LAL,1610612737,ATL,240,94,88,39,35,12,10,4,0.5086580086580086,L
2016-17,0021600245,2016-11-27,CLE @ PHI,1610612739,CLE,240,112,92,38,40,12,28,24,0.5368098159509203,W
2016-17,0021600250,2016-11-27,DAL vs. NOP,1610612742,DAL,240,91,77,32,27,10,20,17,0.5303030303030303,W
2016-17,0021600251,2016-11-27,HOU @ POR,1610612745,HOU,240,130,82,46,36,17,28,21,0.6891433418150976,W
2016-17,0021600248,2016-11-27,MIL @ ORL,1610612749,MIL,240,104,86,41,24,8,20,14,0.5485232067510548,W
2016-17,0021600247,2016-11-27,BKN vs. SAC,1610612751,BKN,240,105,87,38,40,16,14,13,0.5635465865178189,L
2016-17,0021600246,2016-11-27,PHX vs. DEN,1610612756,PHX,240,114,89,36,25,11,36,31,0.5436856161770316,L
2016-17,0021600247,2016-11-27,SAC @ BKN,1610612758,SAC,240,122,86,46,23,13,22,17,0.6375418060200668,W
2016-17,0021600259,2016-11-28,ATL @ GSW,1610612737,ATL,240,100,85,36,29,7,30,21,0.5091649694501018,L
2016-17,0021600258,2016-11-28,MIN vs. UTA,1610612750,MIN,240,103,81,36,19,7,25,24,0.5597826086956522,L
2016-17,0021600255,2016-11-28,NYK vs. OKC,1610612752,NYK,240,103,91,36,19,6,28,25,0.49845141308555946,L
2016-17,0021600254,2016-11-28,PHI @ TOR,1610612755,PHI,240,95,86,36,34,14,13,9,0.5178805058874837,L
2016-17,0021600253,2016-11-28,SAC @ WAS,1610612758,SAC,265,95,93,38,21,3,26,16,0.4548065875143623,L
2016-17,0021600255,2016-11-28,OKC @ NYK,1610612760,OKC,240,112,92,46,22,8,18,12,0.5604483586869495,W
2016-17,0021600258,2016-11-28,UTA @ MIN,1610612762,UTA,240,112,79,40,18,4,34,28,0.5959982971477223,W
2016-17,0021600257,2016-11-28,CHA @ MEM,1610612766,CHA,240,104,82,36,26,9,31,23,0.5437055625261397,W
2016-17,0021600256,2016-11-28,BOS @ MIA,1610612738,BOS,240,112,83,40,27,11,26,21,0.5929690808979247,W
2016-17,0021600259,2016-11-28,GSW vs. ATL,1610612744,GSW,240,105,85,37,35,12,24,19,0.5493930514859774,W
2016-17,0021600256,2016-11-28,MIA vs. BOS,1610612748,MIA,240,104,80,38,30,6,32,22,0.5527210884353742,L
2016-17,0021600254,2016-11-28,TOR vs. PHI,1610612761,TOR,240,122,77,42,19,13,31,25,0.6729920564872021,W
2016-17,0021600253,2016-11-28,WAS vs. SAC,1610612764,WAS,265,101,85,35,25,10,26,21,0.5236416424720033,W
2016-17,0021600257,2016-11-28,MEM vs. CHA,1610612763,MEM,240,85,89,36,29,7,13,6,0.4486908783783784,L
2016-17,0021600262,2016-11-29,CLE @ MIL,1610612739,CLE,240,101,75,32,39,14,31,23,0.5697202166064982,L
2016-17,0021600263,2016-11-29,NOP vs. LAL,1610612740,NOP,240,105,88,38,31,8,25,21,0.5303030303030303,W
2016-17,0021600265,2016-11-29,HOU @ UTA,1610612745,HOU,240,101,91,37,30,11,22,16,0.5015891934843066,L
2016-17,0021600262,2016-11-29,MIL vs. CLE,1610612749,MIL,240,118,86,46,19,7,23,19,0.6138160632542655,W
2016-17,0021600264,2016-11-29,ORL @ SAS,1610612753,ORL,240,95,86,39,15,6,12,11,0.5203768624014022,W
2016-17,0021600260,2016-11-29,DET @ CHA,1610612765,DET,240,112,92,45,28,12,11,10,0.5782734407269723,W
2016-17,0021600260,2016-11-29,CHA vs. DET,1610612766,CHA,240,89,78,31,27,9,21,18,0.5100871160018341,L
2016-17,0021600261,2016-11-29,LAC @ BKN,1610612746,LAC,290,122,109,46,40,13,22,17,0.5139871924502865,L
2016-17,0021600263,2016-11-29,LAL @ NOP,1610612747,LAL,240,88,87,37,30,5,18,9,0.4635482511588706,L
2016-17,0021600261,2016-11-29,BKN vs. LAC,1610612751,BKN,290,127,104,45,38,13,36,24,0.5298731642189586,W
2016-17,0021600264,2016-11-29,SAS vs. ORL,1610612759,SAS,240,83,76,28,20,5,26,22,0.4746111619396157,L
2016-17,0021600265,2016-11-29,UTA vs. HOU,1610612762,UTA,240,120,74,41,28,15,27,23,0.6986492780624127,W
2016-17,0021600274,2016-11-30,ATL @ PHX,1610612737,ATL,240,107,89,45,25,9,10,8,0.5728051391862955,L
2016-17,0021600267,2016-11-30,BOS vs. DET,1610612738,BOS,240,114,91,40,42,15,20,19,0.5711422845691383,L
2016-17,0021600272,2016-11-30,DAL vs. SAS,1610612742,DAL,240,87,77,33,30,10,14,11,0.5230880230880232,L
2016-17,0021600273,2016-11-30,DEN vs. MIA,1610612743,DEN,240,98,91,38,22,7,24,15,0.4824734147302087,L
2016-17,0021600273,2016-11-30,MIA @ DEN,1610612748,MIA,240,106,93,41,24,9,26,15,0.5074684029107621,W
2016-17,0021600271,2016-11-30,NYK @ MIN,1610612752,NYK,240,106,91,41,32,13,15,11,0.5430327868852459,W
2016-17,0021600275,2016-11-30,POR vs. IND,1610612757,POR,240,131,94,51,32,12,19,17,0.6398983978116451,W
2016-17,0021600270,2016-11-30,OKC vs. WAS,1610612760,OKC,265,126,95,46,30,12,31,22,0.5798969072164949,W
2016-17,0021600270,2016-11-30,WAS @ OKC,1610612764,WAS,265,115,98,44,28,10,26,17,0.5254020467836258,L
2016-17,0021600267,2016-11-30,DET @ BOS,1610612765,DET,240,121,87,48,20,9,21,16,0.6286367414796343,W
2016-17,0021600269,2016-11-30,CHI vs. LAL,1610612741,CHI,240,90,91,32,21,4,29,22,0.4336931380107941,L
2016-17,0021600269,2016-11-30,LAL @ CHI,1610612747,LAL,240,96,81,33,8,2,41,28,0.4846526655896608,W
2016-17,0021600271,2016-11-30,MIN vs. NYK,1610612750,MIN,240,104,77,34,19,4,39,32,0.5522514868309261,L
2016-17,0021600275,2016-11-30,IND @ POR,1610612754,IND,240,109,72,36,14,6,35,31,0.6235697940503432,L
2016-17,0021600274,2016-11-30,PHX vs. ATL,1610612756,PHX,240,109,89,40,21,10,25,19,0.545,W
2016-17,0021600272,2016-11-30,SAS @ DAL,1610612759,SAS,240,94,71,33,19,11,24,17,0.5762628739578225,W
2016-17,0021600268,2016-11-30,TOR vs. MEM,1610612761,TOR,240,120,69,38,32,16,33,28,0.7183908045977012,W
2016-17,0021600268,2016-11-30,MEM @ TOR,1610612763,MEM,240,105,82,36,27,11,26,22,0.5618578767123288,L
2016-17,0021600281,2016-12-01,GSW vs. HOU,1610612744,GSW,290,127,104,43,44,12,37,29,0.5279348187562355,L
2016-17,0021600279,2016-12-01,LAC @ CLE,1610612746,LAC,240,113,89,42,31,13,24,16,0.5674969867416633,W
2016-17,0021600280,2016-12-01,MIA @ UTA,1610612748,MIA,240,111,86,44,19,8,19,15,0.5881729546417974,W
2016-17,0021600277,2016-12-01,MIL @ BKN,1610612749,MIL,240,111,80,36,34,15,29,24,0.5983182406209573,W
2016-17,0021600278,2016-12-01,ORL @ MEM,1610612753,ORL,240,94,74,33,24,6,31,22,0.5362848014605203,L
2016-17,0021600276,2016-12-01,CHA vs. DAL,1610612766,CHA,240,97,74,35,18,5,31,22,0.5534002738475582,W
2016-17,0021600279,2016-12-01,CLE vs. LAC,1610612739,CLE,240,94,69,28,24,9,39,29,0.5454967502321263,L
2016-17,0021600276,2016-12-01,DAL @ CHA,1610612742,DAL,240,87,86,32,31,9,18,14,0.463160136286201,L
2016-17,0021600281,2016-12-01,HOU @ GSW,1610612745,HOU,290,132,108,48,44,14,30,22,0.5445544554455446,W
2016-17,0021600280,2016-12-01,UTA vs. MIA,1610612762,UTA,240,110,73,40,30,17,17,13,0.6833996023856859,L
2016-17,0021600278,2016-12-01,MEM vs. ORL,1610612763,MEM,240,95,79,33,18,7,28,22,0.5201489268506352,W
2016-17,0021600277,2016-12-01,BKN vs. MIL,1610612751,BKN,240,93,89,34,40,12,16,13,0.48417326114119114,L
2016-17,0021600288,2016-12-02,ATL vs. DET,1610612737,ATL,240,85,88,32,24,6,20,15,0.4390495867768595,L
2016-17,0021600283,2016-12-02,BOS vs. SAC,1610612738,BOS,240,97,88,36,28,11,15,14,0.5126849894291755,W
2016-17,0021600287,2016-12-02,NOP vs. LAC,1610612740,NOP,240,96,85,39,20,5,21,13,0.5093378607809848,L
2016-17,0021600286,2016-12-02,CHI vs. CLE,1610612741,CHI,240,111,96,47,18,3,17,14,0.5363355237727097,W
2016-17,0021600290,2016-12-02,DEN vs. HOU,1610612743,DEN,240,110,104,46,31,9,16,9,0.4953170028818443,L
2016-17,0021600287,2016-12-02,LAC @ NOP,1610612746,LAC,240,114,88,45,24,10,16,14,0.5997474747474747,W
2016-17,0021600285,2016-12-02,MIN @ NYK,1610612750,MIN,240,114,88,41,28,10,24,22,0.578327922077922,L
2016-17,0021600285,2016-12-02,NYK vs. MIN,1610612752,NYK,240,118,86,41,31,12,30,24,0.594758064516129,W
2016-17,0021600282,2016-12-02,ORL @ PHI,1610612753,ORL,240,105,78,37,26,13,26,18,0.5869856887298748,W
2016-17,0021600282,2016-12-02,PHI vs. ORL,1610612755,PHI,240,88,95,36,32,9,10,7,0.44265593561368205,L
2016-17,0021600283,2016-12-02,SAC @ BOS,1610612758,SAC,240,92,88,33,26,6,25,20,0.46464646464646464,L
2016-17,0021600284,2016-12-02,TOR vs. LAL,1610612761,TOR,240,113,83,45,29,12,13,11,0.6368349864743011,W
